country,speciescode,speciesname,group,AnnexV,wild_takings,measures_access,measures_prohibitions,measures_periods,measures_rules,measures_licences,measures_trading_legislation,measures_conservation_propagation,measures_other,measures_other_info,huntingbag_unit,huntingbag_y1_min,huntingbag_y1_max,huntingbag_y1_unknown,huntingbag_y2_min,huntingbag_y2_max,huntingbag_y2_unknown,huntingbag_y3_min,huntingbag_y3_max,huntingbag_y3_unknown,huntingbag_y4_min,huntingbag_y4_max,huntingbag_y4_unknown,huntingbag_y5_min,huntingbag_y5_max,huntingbag_y5_unknown,huntingbag_y6_min,huntingbag_y6_max,huntingbag_y6_unknown,huntingbag_method,annexV_info
PL,1437,Thesium ebracteatum,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,1528,Saxifraga hirculus,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,1831,Luronium natans,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,1832,Caldesia parnassifolia,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,2608,Spermophilus suslicus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,4056,Anisus vorticulus,Molluscs,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,4096,Gladiolus palustris,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,5328,Romanogobio belingi,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PL,6963,Cobitis taenia Complex,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1018,Leiostyla cassida,Molluscs,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1022,Discus defloratus,Molluscs,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1076,Proserpinus proserpina,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1102,Alosa alosa,Fish,Y-HTL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,"e) Maximum daily quotas in several commercial fishing zones, with specific commercial fishing regulation."
PT,1216,Rana iberica,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1227,Chelonia mydas,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1272,Chalcides bedriagai,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1326,Plecotus auritus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1328,Nyctalus lasiopterus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1358,Mustela putorius,Mammals,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1542,Dorycnium pentaphyllum subsp. transmontanum,Vascular plants,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1639,Limonium lanceolatum,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1652,Jasminum azoricum,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1678,Myosotis azorica,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1722,Antirrhinum lopesianum,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1730,Sibthorpia peregrina,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1865,Narcissus asturiensis,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1874,Iris boissieri,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1878,Pseudarrhenatherum pallens,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1888,Festuca duriotagana,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,1891,Festuca summilusitana,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,2028,Pseudorca crassidens,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,2035,Ziphius cavirostris,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,2624,Physeter macrocephalus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,5286,Luciobarbus sclateri,Fish,Y-CTC,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,6231,Ononis maweana,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,6977,Lampetra alavariensis,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
PT,6984,Caropsis verticillato-inundata,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,1032,Unio crassus,Molluscs,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,1076,Proserpinus proserpina,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,1157,Gymnocephalus schraetzer,Fish,Y,Yes,No,Yes,No,No,Yes,No,No,No,,,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,estimateExpert,
RO,1263,Lacerta viridis,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,1341,Muscardinus avellanarius,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,1354,Ursus arctos,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,1356,Mustela lutreola,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,2132,Astragalus peterfii,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,4014,Carabus variolosus,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,4043,Pseudophilotes bavius,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,4048,Isophya costata,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,4070,Campanula serrata,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
RO,4081,Cirsium brachycephalum,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1048,Aeshna viridis,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1067,Lopinga achine,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1081,Dytiscus latissimus,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1330,Myotis mystacinus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1386,Buxbaumia viridis,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1946,Artemisia oelandica,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1960,Hippuris tetraphylla,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1972,Ranunculus lapponicus,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1981,Cynodontium suecicum,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,1982,Encalypta mutica,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,4021,Phryganophilus ruficollis,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SE,6284,Epidalea calamita,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1035,Leucorrhinia caudalis,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1072,Erebia calcaria,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1074,Eriogaster catax,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1160,Zingel streber,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1209,Rana dalmatina,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1214,Rana arvalis,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1305,Rhinolophus euryale,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1308,Barbastella barbastellus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,1902,Cypripedium calceolus,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,4045,Coenagrion ornatum,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,4108,Primula carniolica,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SI,6147,Telestes souffia,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,1013,Vertigo geyeri,Molluscs,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,1050,Saga pedo,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,1058,Maculinea arion,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,1304,Rhinolophus ferrumequinum,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,1898,Eleocharis carniolica,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,2001,Triturus montandoni,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,2484,Eudontomyzon mariae,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,4004,Microtus oeconomus mehelyi,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
SK,4116,Tozzia carpathica,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
UK,1329,Plecotus austriacus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
UK,1350,Delphinus delphis,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
UK,1376,Lithothamnium coralloides,Non-vascular plants,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,For further details refer to JNCC website for 2019 UK Approach Document and country-level reporting information.
UK,1378,Cladonia (Cladina) subsp.,Non-vascular plants,Y,Yes,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,"Although the species group has been assessed with an Overall assessment of Unfavourable-inadequate, the threat from harvesting is considered to be negligible and therefore it is not necessary to report on Article 14 measures. The only known commercial harvesting of Cladina (sensu lato) in the UK relates to providing forage for a reindeer herd in Cairngorm, Scotland (Gilbert 1974). However, the amounts involved are considered insignificant and likely supplemented by imported Cladonia.

There was a negligible collection threat to Cladina lichens in the UK over the reporting period and into the foreseeable future. No evidence exists to suggest that taxa within the group have been specifically targeted, or are more vulnerable to collection, and therefore no individual species assessments have been made"
UK,1387,Orthotrichum rogeri,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
UK,1390,Marsupella profunda,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1026,Helix pomatia,Molluscs,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1034,Hirudo medicinalis,Other invertebrates,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1079,Limoniscus violaceus,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1085,Buprestis splendens,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1096,Lampetra planeri,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1308,Barbastella barbastellus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1309,Pipistrellus pipistrellus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1384,Riccia breidleri,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1758,Ligularia sibirica,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1902,Cypripedium calceolus,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,1927,Stephanopachys substriatus,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,2093,Pulsatilla grandis,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,2522,Pelecus cultratus,Fish,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,4045,Coenagrion ornatum,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,4094,Gentianella bohemica,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,6963,Cobitis taenia Complex,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
AT,6981,Pelophylax lessonae,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,1037,Ophiogomphus cecilia,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,1103,Alosa fallax,Fish,Y-HTL,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,1303,Rhinolophus hipposideros,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,1323,Myotis bechsteinii,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,1355,Lutra lutra,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,1409,Sphagnum spp.,Non-vascular plants,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BE,1762,Arnica montana,Vascular plants,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,1056,Parnassius mnemosyne,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,1074,Eriogaster catax,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,1279,Elaphe quatuorlineata,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,1312,Nyctalus noctula,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,1341,Muscardinus avellanarius,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,1849,Ruscus aculeatus,Vascular plants,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,2011,Umbra krameri,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,2021,Sicista subtilis,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,2533,Cobitis elongata,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
BG,6965,Cottus gobio all others,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CY,1331,Nyctalus leisleri,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CY,2210,Phlomis cypria,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CY,2250,Centaurea akamantis,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CY,4005,Ovis orientalis ophion,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CY,5365,Hypsugo savii,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CY,6997,Bufotes viridis,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,1083,Lucanus cervus,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,1159,Zingel zingel,Fish,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,1203,Hyla arborea,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,1314,Myotis daubentonii,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,1725,Lindernia procumbens,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,2016,Pipistrellus kuhlii,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
CZ,6199,Euplagia quadripunctaria,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1026,Helix pomatia,Molluscs,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1034,Hirudo medicinalis,Other invertebrates,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1087,Rosalia alpina,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1093,Austropotamobius torrentium,Arthropods,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1095,Petromyzon marinus,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1220,Emys orbicularis,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1309,Pipistrellus pipistrellus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1375,Capra ibex,Mammals,Y,No,No,No,No,No,No,No,No,No,,,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,0,0,No,,
DE,1657,Gentiana lutea,Vascular plants,Y,Yes,No,No,No,No,Yes,Yes,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,1936,Anthrenochernes stellae,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,4094,Gentianella bohemica,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,5060,Coregonus fontanae,Fish,Y-HTL,Yes,No,No,Yes,Yes,Yes,No,Yes,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,5085,Barbus barbus,Fish,Y-HTL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"lokale Fangverbote oder Fangkontingente; Umsetzung von Biodiv.-Maßnahme an der Nidda (Anlage Kiesdepots) 
- Umsetzung WRR; Weitergehende freiwillige Schutzmaßnahmen der Hegeberechtigten (Entnahmebeschränkungen und -verbote)",,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,5179,Lacerta bilineata,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,6353,Coregonus lavaretus Complex,Fish,Y-HTL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DE,6981,Pelophylax lessonae,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DK,1145,Misgurnus fossilis,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DK,1337,Castor fiber,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DK,1419,Botrychium simplex,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
DK,6353,Coregonus lavaretus Complex,Fish,Y-HTL,Yes,No,No,Yes,No,No,No,No,No,,,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,
DK,6938,Pelophylax ridibundus,Amphibians,Y-CTC,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
EE,1029,Margaritifera margaritifera,Molluscs,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
EE,1106,Salmo salar,Fish,Y,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
EE,1322,Myotis nattereri,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
EE,1357,Martes martes,Mammals,Y,Yes,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
EE,1381,Dicranum viride,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
EE,1383,Dichelyma capillaceum,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
EE,1617,Angelica palustris,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
EE,1902,Cypripedium calceolus,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
EE,6169,Euphydryas maturna,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
EE,6963,Cobitis taenia Complex,Fish,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1029,Margaritifera margaritifera,Molluscs,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1033,Unio elongatulus,Molluscs,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1041,Oxygastra curtisii,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1044,Coenagrion mercuriale,Arthropods,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1187,Alytes muletensis,Amphibians,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1242,Gallotia simonyi,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1259,Lacerta schreiberi,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1265,Podarcis lilfordi,Reptiles,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1300,Crocidura canariensis,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1310,Miniopterus schreibersii,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1322,Myotis nattereri,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1329,Plecotus austriacus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1349,Tursiops truncatus,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1354,Ursus arctos,Mammals,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1364,Halichoerus grypus,Mammals,Y,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1381,Dicranum viride,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1391,Riella helicophylla,Non-vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
ES,1418,Ophioglossum polyphyllum,Vascular plants,N,No,No,No,No,No,No,No,No,No,,,,,No,,,No,,,No,,,No,,,No,,,No,,
