country,region,habitatcode,habitatname,priority,range_surface_area,range_trend,complementary_favourable_range,complementary_favourable_range_q,coverage_surface_area,coverage_surface_area_min,coverage_surface_area_max,coverage_trend,complementary_favourable_area,complementary_favourable_area_q,method_range,conclusion_range,method_area,conclusion_area,method_structure,conclusion_structure,method_future,conclusion_future,method_assessment,conclusion_assessment,conclusion_assessment_trend,conclusion_assessment_prev,conclusion_assessment_trend_prev,conclusion_assessment_change,conclusion_assessment_trend_change,target1,future_range,future_area,future_structure,backcasted_2007,hab_condition_trend,hab_condition_good_best,hab_condition_good_min,hab_condition_good_max,hab_condition_notgood_best,hab_condition_notgood_min,hab_condition_notgood_max,hab_condition_unknown_best,hab_condition_unknown_min,hab_condition_unknown_max,use_for_statistics
EU28,MED,8310,Caves not open to the public,N,167486,D,167486,aeq,,,,D,,aeq,1,FV,2GD,XX,2GD,XX,2GD,XX,MTX,XX,Unk,U1,,nong,nong,D,,,,U1,S,,,,,,,,,,Yes
EU28,PAN,8310,Caves not open to the public,N,17685,S,17685,aeq,214,214,214,S,214,aeq,0EQ,FV,0EQ,FV,2GD,U1,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,good,good,poor,U1,S,136,136,136,44,44,44,34,34,34,Yes
EU28,BLS,8310,Caves not open to the public,N,5700,S,5700,,0.01,,,S,0.01,,0MS,FV,0MS,FV,0MS,XX,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,poor,poor,poor,U1,Unk,,,,,,,,0.01,0.01,Yes
EU28,CON,8310,Caves not open to the public,N,321130,S,321130,aeq,,,,S,,aeq,1,FV,2GD,FV,2GD,U1,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,S,,,,,,,,,,Yes
EU28,ATL,8310,Caves not open to the public,N,48819,Unk,,x,,,,S,,x,2GD,XX,2GD,XX,2GD,XX,2GD,XX,MTX,XX,Unk,U1,Unk,nong,nc,D,,,,U1,Unk,,,,,,,,,,Yes
EU28,BOR,8310,Caves not open to the public,N,176358,S,176358,,0.5,0.5,0.5,S,0.5,aeq,0EQ,FV,0EQ,FV,0EQ,FV,0EQ,FV,MTX,FV,S,FV,,nc,nong,A=,good,good,good,FV,S,0.28,0.28,0.28,,,,0.23,0.23,0.23,Yes
EU28,STE,8310,Caves not open to the public,N,800,S,800,aeq,800,800,800,S,800,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,U1,S,nong,nc,A=,good,good,good,U1,S,,300,500,,100,200,100,,,Yes
EU28,ALP,8310,Caves not open to the public,N,198154,S,198154,aeq,,,,S,,aeq,1,FV,2GD,U1,2GD,U1,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,S,,,,,,,,,,Yes
EU28,MAC,8310,Caves not open to the public,N,4600,S,4600,,118,100,142,D,118,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,,nc,nong,A=,good,good,good,FV,D,75,70,80,26.5,20,33,18.5,10,29,Yes
EU28,MBAL,8330,Submerged or partially submerged sea caves,N,1074,S,1074,aeq,0.01,,,S,0.01,aeq,0EQ,FV,0EQ,FV,2XA,U1,2XA,U1,MTX,U1,S,XX,Unk,nong,nong,D,,,,XX,,,,,,,,0.01,,,Yes
EU28,MMAC,8330,Submerged or partially submerged sea caves,N,14600,S,14600,aeq,7600.45,7600.45,,S,7600.45,aeq,0EQ,XX,0EQ,XX,0EQ,XX,0EQ,XX,MTX,XX,Unk,XX,S,nc,nong,D,,,,XX,,,,,,,,,,,Yes
EU28,MBLS,8330,Submerged or partially submerged sea caves,N,800,Unk,,x,,,,Unk,,x,0EQ,XX,0EQ,XX,0EQ,XX,0EQ,XX,MTX,XX,Unk,U1,S,nong,nong,D,,,,U1,Unk,,,,,,,,,,Yes
EU28,MATL,8330,Submerged or partially submerged sea caves,N,70900,S,70900,aeq,,,,,,,1,FV,2GD,XX,2GD,U1,2GD,U1,MTX,U1,S,XX,Unk,nong,nong,D,,,,XX,,,,,,,,,,,Yes
EU28,MMED,8330,Submerged or partially submerged sea caves,N,95097.8,Unk,,,,,,Unk,,,2GD,XX,2GD,XX,2GD,XX,2GD,U1,MTX,U1,Unk,U1,S,nc,nong,D,,,,U1,,,,,,,,,,,Yes
EU28,ALP,91BA,Moesian silver fir forests,N,14300,S,14300,aeq,238.09,,,S,238.09,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,poor,poor,poor,U1,S,,,,,,,,,,Yes
EU28,MED,91BA,Moesian silver fir forests,N,35,S,35,aeq,1.2,,,S,1.2,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,,nc,nong,A=,good,good,good,,Unk,1.08,1.08,1.08,,,,0.12,0.12,0.12,Yes
EU28,CON,91BA,Moesian silver fir forests,N,8200,S,8200,aeq,6,,,S,6,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,poor,poor,poor,U1,S,,,,,,,,,,Yes
EU28,CON,91U0,Sarmatic steppe pine forest,N,15363,S,15363,mt,9.15,9.01,9.3,D,9.15,mmt,1,U1,1,U2,1,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,unknown,bad,bad,U2,D,4.59,4.45,4.73,3.4,3.23,3.57,1,0.99,1,Yes
EU28,MAC,9320,Olea and Ceratonia forests,N,1795,S,1795,aeq,84,80,89,S,84,aeq,0EQ,FV,1,U1,2XA,XX,2XA,U1,MTX,U1,D,U1,D,nc,nc,C,,,,U1,S,26,26,26,,,,59,54,63,Yes
EU28,MED,9320,Olea and Ceratonia forests,N,115697,I,115697,x,1884,1470,2299,D,1884,x,1,XX,2GD,U1,2GD,U1,2GD,U2,MTX,U2,Unk,U1,D,nong,nong,D,,,,U1,S,1257,1096,1417,230,191,270,397,337,456,Yes
EU28,MAC,9550,Canarian endemic pine forests,N,1822,S,,aeq,736.98,,,S,,aeq,0MS,FV,0MS,FV,0MS,U1,0MS,FV,MTX,U1,S,FV,S,nong,nong,D,good,good,good,FV,S,,626.12,626.12,,,,,110.86,110.86,Yes
EU28,MED,9580,Mediterranean Taxus baccata woods,Y,37700,Unk,,x,9.89,9.15,10.61,I,,x,2GD,U1,2GD,U1,2GD,U1,2GD,U1,MTX,U1,D,U2,D,nong,nc,C,poor,poor,unknown,U2,D,,,,,,,,,,Yes
EU28,ALP,9580,Mediterranean Taxus baccata woods,Y,1000,S,,aeq,0.03,,,Unk,,mt,0MS,FV,0MS,U1,0MS,XX,0MS,U1,MTX,U1,Unk,,,nong,nong,D,good,poor,poor,XX,Unk,,,,,,,,0.03,0.03,Yes
EU28,ATL,9580,Mediterranean Taxus baccata woods,Y,8500,S,,aeq,5.88,5.88,5.88,S,,mt,2GD,XX,2GD,U1,2GD,U1,2GD,U1,MTX,U1,S,U1,D,nc,nong,D,good,poor,poor,U1,S,,,,,,,,,,Yes
EU28,CON,95A0,High oro-Mediterranean pine forests,N,2600,S,2600,,0.31,,,S,0.31,,0MS,FV,0MS,U1,0MS,U1,0MS,U1,MTX,U1,S,XX,,nong,nong,D,poor,poor,poor,XX,S,,0.31,0.31,,,,,,,Yes
EU28,MED,95A0,High oro-Mediterranean pine forests,N,2479,S,2479,aeq,290.58,290.3,290.85,S,,aeq,1,FV,1,FV,2XA,U2,2XA,U2,MTX,U2,I,FV,S,nong,nong,B2,good,good,bad,,I,,,,,,,,,,Yes
EU28,ALP,95A0,High oro-Mediterranean pine forests,N,6700,S,6700,,179.4,,,S,179.4,,0MS,FV,0MS,U1,0MS,U1,0MS,U1,MTX,U1,I,U1,S,nong,nong,B2,poor,poor,poor,U1,S,,179.4,179.4,,,,,,,Yes
EU28,MMED,1130,Estuaries,N,18747.22,Unk,18747.2,aeq,988.01,988.01,988.01,S,988.01,mt,1,FV,1,FV,2XA,U1,2XA,U1,MTX,U1,S,XX,D,nong,nong,D,good,good,poor,U2,Unk,,,,,,,,,,Yes
EU28,MBAL,1130,Estuaries,N,51161.1,S,51161.1,aeq,2278.65,2253.06,2304.23,S,2293.63,aeq,1,FV,1,U1,2XA,U2,2XA,U2,MTX,U2,S,U2,S,nc,nc,D,good,poor,bad,U2,S,506.1,178.1,834.1,685.5,357.5,1013.6,1087.1,1063.7,1110.5,Yes
EU28,MBLS,1130,Estuaries,N,3400,S,3400,aeq,552.95,402.95,702.95,S,552.95,aeq,1,XX,1,FV,2GD,XX,2GD,U1,MTX,U1,Unk,U1,S,nc,nong,D,unknown,good,unknown,U1,Unk,,,,,,,,,,Yes
EU28,MATL,1130,Estuaries,N,62214,S,62214,mt,7527.03,7521.78,7532.28,S,7527.03,mmt,1,FV,2GD,XX,2GD,U2,2GD,U2,MTX,U2,Unk,U2,D,nc,nong,D,good,unknown,bad,U2,D,2124.51,2044.59,2204.42,2652.67,2572.04,2733.3,2750.9,2749.5,2752.4,Yes
EU28,ATL,1420,Mediterranean and thermo-Atlantic halophilous scrubs (Sarcocornetea fruticosi),N,15799.24,S,15799.24,mt,32.33,32.33,32.33,S,32.33,mt,1,FV,1,FV,2XA,U1,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,good,good,poor,U1,Unk,14.89,14.72,15.05,13.41,13.23,13.58,3.81,3.64,3.98,Yes
EU28,MAC,1420,Mediterranean and thermo-Atlantic halophilous scrubs (Sarcocornetea fruticosi),N,98,S,98,aeq,2.67,2.67,2.67,S,2.67,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,XX,,nong,nong,A=,good,good,good,XX,S,2.67,2.67,2.67,0,0,0,0,0,0,Yes
EU28,CON,1420,Mediterranean and thermo-Atlantic halophilous scrubs (Sarcocornetea fruticosi),N,6638,I,6638,mt,119.96,94.26,145.65,I,119.96,aeq,1,U1,0EQ,FV,0EQ,FV,2XA,U1,MTX,U1,I,U1,Unk,nc,nong,B1,poor,good,good,U1,I,137.36,137.36,137.36,8.68,8.68,8.68,0.0009,0.0009,0.0009,Yes
EU28,MED,1420,Mediterranean and thermo-Atlantic halophilous scrubs (Sarcocornetea fruticosi),N,89515,I,89515,mt,712.56,647.74,777.38,D,712.56,mt,1,U1,2GD,XX,2GD,U2,2GD,XX,MTX,U2,D,XX,Unk,nong,nong,C,poor,unknown,bad,XX,S,406.89,405.07,408.72,111.63,111.63,111.63,266.6,210.23,322.96,Yes
EU28,MED,1430,Halo-nitrophilous scrubs (Pegano-Salsoletea),N,143226,Unk,143226,aeq,,,,D,,,1,FV,2GD,XX,2GD,U2,2GD,U2,MTX,U2,Unk,XX,,nong,nong,D,good,unknown,bad,XX,Unk,,,,,,,,,,Yes
EU28,MED,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,12300,S,12300,aeq,,,,D,,,0EQ,FV,0EQ,U1,2GD,U1,2GD,U1,MTX,U1,D,U1,S,nc,nong,C,good,poor,poor,U1,D,,,,,,,,,,Yes
EU28,ATL,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,98653.78,S,98653.78,aeq,1123.21,1072.88,1173.83,D,1123.21,mt,1,FV,1,U1,2XA,U2,2XA,U2,MTX,U2,Unk,U2,Unk,nc,nc,D,good,poor,bad,U2,Unk,380.57,262.96,498.19,416.04,291.37,540.72,228.05,173.01,283.08,Yes
EU28,BOR,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,41136.9,D,41136.9,aeq,50.83,48.75,52.9,Unk,60.83,mt,1,U1,1,U2,2XA,U2,2XA,U2,MTX,U2,Unk,U2,D,nc,nong,C,poor,bad,bad,U1,Unk,12.19,9.32,15.05,21.66,20.2,23.12,8.5,8.5,8.5,Yes
EU28,CON,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,27270,S,27270,mt,172.44,167.92,176.95,S,182.44,mt,1,U1,1,U2,2XA,U2,0EQ,U2,MTX,U2,D,U2,S,nc,nong,C,poor,bad,bad,U2,D,49.33,35.33,63.34,120.43,106.43,134.44,0.22,0.22,0.22,Yes
EU28,MAC,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,772,I,772,x,138.22,137.22,138.22,I,138.22,aeq,1,U1,1,FV,2XA,FV,2XA,FV,MTX,U1,I,U2,Unk,nong,nong,B2,poor,good,good,U2,S,106.87,106.83,106.91,30.41,30.38,30.44,1,1,1,Yes
EU28,BLS,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,2500,I,2500,aeq,6.73,6.53,6.93,I,6.73,aeq,0EQ,FV,1,FV,2XA,XX,2XA,XX,MTX,XX,I,U1,S,nong,nong,D,good,good,unknown,U1,Unk,1.75,1.5,2,0.3,0.1,0.5,5.03,4.83,5.25,Yes
EU28,MED,2210,Crucianellion maritimae fixed beach dunes,N,45603,I,45603,mt,43.51,22.43,64.59,D,,x,2XA,U1,2XA,U2,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,,,,,,,,,,Yes
EU28,MED,2250,Coastal dunes with Juniperus spp.,Y,49623.71,S,,x,,,,D,,x,2GD,U2,2GD,U2,2GD,U2,2GD,U2,MTX,U2,S,U2,D,nc,nong,D,,,,U2,Unk,,,,,,,,,,Yes
EU28,ATL,2250,Coastal dunes with Juniperus spp.,Y,1552.7,S,1552.7,aeq,0.26,0.26,0.26,S,0.26,aeq,0EQ,FV,0EQ,FV,1,FV,2XA,FV,MTX,FV,I,U2,S,gen,gen,A+,good,good,,U2,I,0.2426,0.2416,0.2436,0.0044,0.0034,0.0054,0.01,0.01,0.01,Yes
EU28,CON,2250,Coastal dunes with Juniperus spp.,Y,2130,D,,x,12.1,9.99,14.2,D,,x,2XA,U2,2XA,U2,2XA,U2,0EQ,U2,MTX,U2,D,U2,I,nc,nong,C,,,,U2,D,,,,,,,,,,Yes
EU28,ALP,40B0,Rhodope Potentilla fruticosa thickets,N,100,S,100,,0.03,,,S,0.03,,0MS,XX,0MS,FV,0MS,XX,0MS,U1,MTX,U1,Unk,FV,S,nong,nong,D,,,,FV,Unk,,,,,,,,0.03,0.03,Yes
EU28,BOR,6120,Xeric sand calcareous grasslands,Y,97711,S,97711,aeq,,7.43,9.35,,,,0EQ,FV,2XA,U1,2XA,U2,2XA,U2,MTX,U2,Unk,U2,D,nc,nong,D,,,,U2,,,,,3.76,,,2.87,,,Yes
EU28,BLS,6120,Xeric sand calcareous grasslands,Y,400,S,400,aeq,,,,S,,,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,XX,Unk,nong,nong,A=,,,,XX,S,,,,,,,,,,Yes
EU28,PAN,6120,Xeric sand calcareous grasslands,Y,885.16,D,885.16,aeq,0.37,,,D,0.41,lt,0MS,U1,0MS,U1,1,U2,0MS,U1,MTX,U2,D,U2,D,nc,nc,C,,,,U2,Unk,0.17,,,0.2,,,0,,,Yes
EU28,STE,6120,Xeric sand calcareous grasslands,Y,100,S,100,aeq,,,,S,,,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,XX,Unk,nong,nong,A=,,,,XX,S,,,,,,,,,,Yes
EU28,ATL,6120,Xeric sand calcareous grasslands,Y,30397,,,,,7.93,12.97,,,,2XA,U1,2XA,U2,1,U2,2XA,U2,MTX,U2,Unk,U2,S,nc,nong,D,,,,U2,Unk,2.52,,,3.31,,,4.62,,,Yes
EU28,CON,6120,Xeric sand calcareous grasslands,Y,363831,,,,,77,79,,,,2XA,FV,2XA,U1,0EQ,U2,0EQ,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,,5.5,31,,44,69,,0.3,1.5,Yes
EU28,ALP,6120,Xeric sand calcareous grasslands,Y,,,,,,,,,,,0MS,XX,0MS,XX,0MS,XX,0MS,XX,MTX,XX,Unk,XX,Unk,nc,nc,D,,,,XX,,,,,,,,,,,No
EU28,MED,6120,Xeric sand calcareous grasslands,Y,7200,D,,x,27.2,,,Unk,27.2,aeq,0MS,XX,0MS,XX,0MS,XX,0MS,XX,MTX,XX,Unk,XX,Unk,nc,nc,D,,,,XX,Unk,0,,,0,,,27.2,,,Yes
EU28,PAN,6190,Rupicolous pannonic grasslands (Stipo-Festucetalia pallentis),N,18372.65,S,18372.65,aeq,12.37,10.87,13.87,D,12.37,aeq,0EQ,FV,1,U1,2XA,U1,2XA,U1,MTX,U1,D,U1,S,nc,gen,C,,,,U1,S,9.03,,,2.76,,,0.58,,,Yes
EU28,ALP,6190,Rupicolous pannonic grasslands (Stipo-Festucetalia pallentis),N,12566.51,S,12566.51,aeq,,,,,,,0EQ,FV,2GD,FV,0EQ,FV,2GD,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,Unk,,,,,,,,,,Yes
EU28,CON,6190,Rupicolous pannonic grasslands (Stipo-Festucetalia pallentis),N,30500,S,30500,aeq,,,,S,,,0EQ,FV,0EQ,FV,2GD,U1,2GD,U1,MTX,U1,S,U1,I,nc,nong,D,,,,U1,,,,,,,,,,,Yes
EU28,MED,9240,Quercus faginea and Quercus canariensis Iberian woods,N,204600,Unk,,x,3125.29,3125.29,3125.29,Unk,3125.29,mt,2XA,XX,2XA,U1,2XA,XX,2XA,XX,MTX,U1,Unk,XX,Unk,nong,nc,D,unknown,unknown,unknown,XX,Unk,367.74,367.81,367.67,465.85,465.78,465.93,198474,1677.64,2291.83,Yes
EU28,ALP,9240,Quercus faginea and Quercus canariensis Iberian woods,N,9100,Unk,,mt,102.7,,,Unk,,mt,0MS,U1,0MS,U1,0MS,XX,0MS,XX,MTX,U1,Unk,XX,Unk,nong,nc,D,unknown,unknown,unknown,XX,Unk,,,,,,,,102.7,102.7,Yes
EU28,ATL,9240,Quercus faginea and Quercus canariensis Iberian woods,N,13500,S,,aeq,217,,,S,,aeq,0MS,FV,0MS,FV,0MS,U1,0MS,FV,MTX,U1,S,XX,Unk,nong,nong,D,good,good,good,XX,S,,20.04,20.05,,42.27,42.27,,154.69,154.69,Yes
EU28,MED,92B0,"Riparian formations on intermittent Mediterranean water courses with Rhododendron ponticum, Salix and others",N,6800,D,6800,aeq,,,,Unk,,mt,0EQ,FV,2GD,U1,2GD,XX,2GD,XX,MTX,U1,Unk,U1,Unk,nc,nc,D,,,,U1,S,,,,,,,,,,Yes
EU28,CON,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),N,43300,S,43300,aeq,15,,,S,15,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,S,15,15,15,,,,,,,Yes
EU28,BLS,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),N,5500,S,5500,aeq,12,,,S,12,aeq,0EQ,FV,0EQ,FV,2XA,XX,2XA,FV,MTX,FV,S,U1,S,nong,nc,A=,,,,U1,Unk,1.94,1.94,1.94,,,,10,10,10,Yes
EU28,MAC,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),N,665,S,665,aeq,6.07,,,S,6.07,aeq,0MS,FV,0MS,FV,0MS,U1,0MS,FV,MTX,U1,D,U1,S,nc,nong,C,,,,U1,D,1.98,1.98,1.98,0.61,0.61,0.61,3.48,3.48,3.48,Yes
EU28,STE,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),N,3200,I,3200,aeq,40.2,,,I,40.6,lt,0MS,FV,0MS,U1,0MS,XX,0MS,FV,MTX,U1,S,U1,Unk,nc,nong,D,,,,U1,Unk,0,0,0,0,0,0,20.1,0,40.2,Yes
EU28,ALP,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),N,1,Unk,,x,,,,Unk,,x,0MS,XX,0MS,XX,0MS,XX,0MS,U1,MTX,U1,Unk,XX,Unk,nong,nc,D,,,,XX,Unk,,,,,,,,,,No
EU28,MED,92D0,Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae),N,410098,U,410098,aeq,1444,1367,1521,U,1444,mt,1,XX,2GD,U1,2GD,XX,2GD,XX,MTX,U1,Unk,U1,D,nc,nong,D,,,,U1,Unk,385,384,386,89,44,134,950,949,950,Yes
EU28,MED,9330,Quercus suber forests,N,213753,I,213753,aeq,4173,3165,5181,D,4173,mt,2GD,U1,2GD,U1,2GD,U2,2GD,U1,MTX,U2,D,U1,D,nong,nc,C,,,,U1,D,1432,1354,1509,1362,1285,1440,1379,1301,1457,Yes
EU28,ATL,9330,Quercus suber forests,N,8500,S,8500,x,111,19,204,S,112,lt,2GD,XX,0EQ,U1,2GD,XX,0EQ,U1,MTX,U1,S,U2,D,nong,nong,D,,,,U2,S,1.2,0.4,2,0.5,0.15,0.9,110,16,203,Yes
EU28,MED,9390,Scrub and low forest vegetation with Quercus alnifolia,Y,1160,S,1160,aeq,61.4,,,S,61.4,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,S,55.26,55.26,55.26,6.14,6.14,6.14,,,,Yes
EU28,CON,1240,Vegetated sea cliffs of the Mediterranean coasts with endemic Limonium spp.,N,543,D,543,mt,1.27,1.26,1.28,S,1.27,aeq,1,U1,0EQ,FV,0EQ,FV,2XA,U1,MTX,U1,S,FV,,nong,nong,D,poor,good,good,FV,S,1.26,1.26,1.26,0.001,0.001,0.001,0,0,0,Yes
EU28,BLS,1240,Vegetated sea cliffs of the Mediterranean coasts with endemic Limonium spp.,N,1900,S,1900,aeq,3.77,3.77,3.77,S,3.77,aeq,0MS,FV,0MS,FV,0MS,XX,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,poor,poor,poor,U1,Unk,0,0,0,0,0,0,3.77,3.77,3.77,Yes
EU28,MED,1240,Vegetated sea cliffs of the Mediterranean coasts with endemic Limonium spp.,N,102624.3,S,102624.3,aeq,489.35,455.16,523.55,S,489.35,mt,1,FV,1,U1,2XA,FV,2XA,FV,MTX,U1,S,U1,D,nc,nong,D,good,good,good,U1,S,413.03,401.26,424.8,15.94,8.94,22.95,51.3,38.46,64.15,Yes
EU28,BOR,1610,"Baltic esker islands with sandy, rocky and shingle beach vegetation and sublittoral vegetation",N,23300,S,23300,aeq,555,455,655,S,555,aeq,0EQ,FV,0EQ,FV,2XA,U1,2XA,U1,MTX,U1,S,U1,D,nc,nong,D,good,good,poor,U1,Unk,412.5,375,450,67.5,10,125,47.5,0,95,Yes
EU28,MED,3160,Natural dystrophic lakes and ponds,N,14200,D,,x,,,,,,,0EQ,U1,2GD,U1,2GD,U2,2GD,U1,MTX,U2,D,U1,Unk,nong,nong,C,,,,U1,,,,,,,,,,,Yes
EU28,STE,3160,Natural dystrophic lakes and ponds,N,1400,S,1400,aeq,900,,,I,900,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,,nong,nc,A=,,,,FV,S,675,,,0,,,25,,,Yes
EU28,CON,3160,Natural dystrophic lakes and ponds,N,,,,,,,,,,,2GD,U1,2GD,U1,2GD,U1,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,,,,,,,,,,,Yes
EU28,BOR,3160,Natural dystrophic lakes and ponds,N,860189,S,860189,aeq,18411.6,18407.8,18415.4,S,18411.6,aeq,0EQ,FV,0EQ,FV,1,U1,2XA,U1,MTX,U1,S,U1,I,nc,gen,D,,,,U1,S,13205.45,,,2276.59,,,2929.6,,,Yes
EU28,PAN,3160,Natural dystrophic lakes and ponds,N,,,,,,,,,,,2GD,FV,2GD,U1,2GD,U1,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,,,,,,,,,,,Yes
EU28,ATL,3160,Natural dystrophic lakes and ponds,N,143788.28,S,143788.28,,100.99,94.79,107.22,,,,1,FV,2XA,U1,2XA,U2,2XA,U2,MTX,U2,S,U1,D,gen,nong,C,,,,U2,,22.19,24.91,19.47,15.02,20.15,9.9,53.4,47.71,59.1,Yes
EU28,ALP,3160,Natural dystrophic lakes and ponds,N,131072.68,S,131072.68,aeq,220.69,220.48,220.89,S,220.69,,1,FV,1,FV,2XA,FV,2XA,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,,175.28,,,8.02,,,36.12,,,Yes
EU28,MAC,3160,Natural dystrophic lakes and ponds,N,2400,S,2400,aeq,2.13,2,3,S,2.13,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,good,good,good,FV,S,1.45,,,0.19,,,0,,,Yes
EU28,BLS,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,300,S,300,aeq,300.13,300.12,300.12,S,300.13,aeq,0EQ,FV,0EQ,FV,1,FV,2XA,FV,MTX,FV,S,U1,S,nong,nong,A=,good,good,good,U1,S,200,100,300,0.054,0.108,0.108,0.009,0.019,0.019,Yes
EU28,ATL,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,74373,S,74373,mt,54.7,54.51,54.89,S,54.7,mmt,2XA,U1,2XA,U2,2XA,U2,2XA,U2,MTX,U2,S,U2,D,nc,nc,D,good,poor,poor,U2,Unk,,,,,,,,,,Yes
EU28,ALP,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,32136.58,I,32136.58,mt,8.67,5.19,10.16,I,8.68,mt,2XA,XX,2XA,U1,2XA,XX,2XA,XX,MTX,U1,Unk,U1,D,nong,nong,D,unknown,good,unknown,U1,D,,,,,,,,,,Yes
EU28,STE,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,4800,S,,mt,2400,,,I,,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,good,good,good,FV,I,,1800,2100,,,100,,,100,Yes
EU28,BOR,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,65278,S,65278,aeq,0.31,0.28,0.34,Unk,0.31,aeq,2XA,FV,2XA,U1,2XA,U1,2XA,U1,MTX,U1,Unk,U1,S,nong,nong,D,good,poor,unknown,U1,Unk,,,,,,,0.325,0.31,0.34,Yes
EU28,CON,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,32613,D,324613,mt,29283.32,29278.84,29287.8,,,,2GD,U1,2GD,XX,2GD,U1,2GD,U1,MTX,U1,Unk,U1,D,nc,nc,D,good,poor,unknown,U1,Unk,,,,,,,,,,Yes
EU28,PAN,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,22517.54,S,22517.54,aeq,2302.5,2301.75,2303.25,S,2302.5,aeq,2XA,FV,2XA,FV,2XA,FV,2XA,FV,MTX,FV,S,U1,S,nc,nc,A+,good,good,good,U1,,1601.65,1100.9,2102.4,,,,,,,Yes
EU28,MED,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,165200,D,,x,60.99,36.93,85.04,D,,lt,2GD,XX,2GD,U1,2GD,XX,2GD,XX,MTX,U1,D,U2,D,nong,nong,C,unknown,unknown,unknown,U2,Unk,,,,,,,,,,Yes
EU28,CON,32A0,Tufa cascades of karstic rivers in the Dinaric Alps,N,900,S,,aeq,0.2,,,S,,aeq,0MS,FV,0MS,FV,0MS,U1,0MS,U1,MTX,U1,S,XX,,nc,nc,D,good,good,poor,XX,Unk,,0.1,0.1,,,,,0.1,0.1,Yes
EU28,ALP,32A0,Tufa cascades of karstic rivers in the Dinaric Alps,N,1200,S,,aeq,,0.1,0.35,S,,aeq,0MS,FV,0MS,FV,0MS,U1,0MS,U1,MTX,U1,S,XX,,nc,nc,D,good,good,poor,XX,Unk,,0.1,0.2,,,,,0.15,0.25,Yes
