featuretype,country,region,featurecode,featurename,measures_needed,measures_status,measures_purpose,measures_location,measures_response,measures_info,use_for_statistics
species,GR,MED,1846,Fritillaria drenovskii,No,,,,,,Yes
species,GR,MED,4093,Rhododendron luteum,No,,,,,,Yes
species,GR,MED,5093,Barbus macedonicus,No,,,,,,Yes
species,GR,MED,5263,Barbus strumicae,No,,,,,,Yes
species,GR,MED,5334,Telestes pleurobipunctatus,No,,,,,,Yes
species,GR,MED,5343,Rutilus ylikiensis,No,,,,,,Yes
species,GR,MED,5359,Lyciasalamandra helverseni,Yes,ident,,,,,Yes
species,GR,MED,6908,Morimus asper funereus,Yes,notIdent,,,,,Yes
species,GR,MMED,1001,Corallium rubrum,No,,,,,,Yes
species,GR,MMED,1090,Scyllarides latus,No,,,,,,Yes
species,GR,MMED,2030,Grampus griseus,Yes,notIdent,,,,,Yes
species,HR,ALP,1050,Saga pedo,Yes,ident,,,,,Yes
species,HR,ALP,1093,Austropotamobius torrentium,Yes,ident,,,,"Measures for conservation of the species are included in watermanagement planing documents both inside and outside Natura2000 network. However, as there is no systematic monitoring, there is no adequate data to what extent are these measures really incorporated in watermanagement activities.",Yes
species,HR,ALP,1241,Podarcis melisellensis,Yes,ident,,,,,Yes
species,HR,ALP,1357,Martes martes,No,,,,,,Yes
species,HR,ALP,1369,Rupicapra rupicapra,No,,,,,,Yes
species,HR,ALP,1614,Apium repens,Yes,taken,maintain,inOut,srtTerm,,Yes
species,HR,ALP,4026,Rhysodes sulcatus,Yes,ident,,,,"Conservation objectives and conservation measures for Natura 2000 target species are included in Forestry management plans together with activities for reaching conservation objectives and thus Forestry management plans are considered Natura2000 management plans. However, as there is no systematic monitoring, there is no adequate data to what extent are these measures really contributing to the species conservation status.",Yes
species,HR,ALP,6091,Zamenis longissimus,Yes,ident,,,,,Yes
species,HR,CON,1032,Unio crassus,Yes,ident,,,,"Measures for conservation of the species are included in watermanagement planing documents both inside and outside Natura2000 network. However, as there is no systematic monitoring, there is no adequate dana to what extent are these measures really incorporated in watermanagement activities.",Yes
species,HR,CON,1074,Eriogaster catax,No,,,,,,Yes
species,HR,CON,1076,Proserpinus proserpina,No,,,,,,Yes
species,HR,CON,1159,Zingel zingel,Yes,ident,,,lonTerm,,Yes
species,HR,CON,1220,Emys orbicularis,Yes,ident,,,,"Conservation measures are included in water management planning documents. However, as there is no systematic monitoring, there is no dana to what extent are these measures really incorporated in water management activities and the system for evaluation of effectiveness of those measures is lacking.",Yes
species,HR,CON,1276,Ablepharus kitaibelii,Yes,taken,maintain,in,medTerm,"Although some of the measures have been identified, some are still unknown. Of those that were identified, some have even been implemented, but not at all locations where they were needed, and not necessarily in the needed amount.",Yes
species,HR,CON,1369,Rupicapra rupicapra,No,,,,,,No
species,HR,CON,1400,Leucobryum glaucum,No,,,,,,No
species,AT,ALP,1037,Ophiogomphus cecilia,Yes,taken,maintain,inOut,medTerm,,Yes
species,AT,ALP,1038,Leucorrhinia albifrons,Yes,ident,,,medTerm,,Yes
species,AT,ALP,1085,Buprestis splendens,Yes,ident,,,lonTerm,"The species requires very old, massive trees for survival and reproduction. The species is unable to survive under any forestry regime and is currently restricted to sunny pine stands  on very steep slopes.",Yes
species,AT,ALP,1105,Hucho hucho,Yes,ident,,,lonTerm,,Yes
species,AT,ALP,1358,Mustela putorius,Yes,ident,,,lonTerm,,Yes
species,AT,ALP,1361,Lynx lynx,Yes,taken,increase,inOut,srtTerm,"Reinforcement measures (restocking) are crucial for the continuity of the Lynx population in the alpine biogeographical region; not only in the core area (Nationalpark Kalkalpen), but also in other sites.",Yes
species,AT,ALP,1384,Riccia breidleri,No,,,,,,Yes
species,AT,ALP,1480,Aquilegia alpina,Yes,notIdent,,,srtTerm,,Yes
species,AT,ALP,6146,Rutilus meidingeri,Yes,taken,restore,in,medTerm,"only CC04 has been partially implemented, other measures not taken yet.",Yes
species,AT,ALP,6963,Cobitis taenia Complex,Yes,ident,,,lonTerm,,Yes
species,AT,CON,1026,Helix pomatia,No,,,,,,Yes
species,AT,CON,1034,Hirudo medicinalis,No,,,,,,Yes
species,AT,CON,1048,Aeshna viridis,Yes,ident,,,medTerm,,Yes
species,AT,CON,1067,Lopinga achine,Yes,ident,,,medTerm,,Yes
species,AT,CON,1167,Triturus carnifex,Yes,taken,maintain,inOut,medTerm,,Yes
species,AT,CON,1321,Myotis emarginatus,Yes,taken,maintain,inOut,srtTerm,CF12 = guidance for the renovation of buildings with roosts,Yes
species,AT,CON,4038,Lycaena helle,No,,,,,,Yes
species,BE,ATL,1318,Myotis dasycneme,Yes,taken,restore,inOut,medTerm,,Yes
species,BE,ATL,1327,Eptesicus serotinus,No,,,,,,Yes
species,BE,ATL,1329,Plecotus austriacus,No,,,,,,Yes
species,BE,ATL,1332,Vespertilio murinus,No,,,,,,No
species,BE,CON,1065,Euphydryas aurinia,Yes,taken,maintain,inOut,medTerm,,Yes
species,BE,CON,1096,Lampetra planeri,Yes,taken,restore,inOut,medTerm,,Yes
species,BE,CON,1213,Rana temporaria,No,,,,,,Yes
species,BE,CON,1283,Coronella austriaca,No,,,,,,Yes
species,BE,CON,5339,Rhodeus amarus,Yes,taken,restore,inOut,medTerm,,Yes
species,BE,CON,6963,Cobitis taenia Complex,Yes,taken,restore,inOut,medTerm,,Yes
species,BG,ALP,1083,Lucanus cervus,Yes,taken,maintain,in,medTerm,,Yes
species,BG,ALP,1093,Austropotamobius torrentium,Yes,taken,maintain,in,medTerm,,Yes
species,BG,ALP,1317,Pipistrellus nathusii,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,ALP,2635,Vormela peregusna,Yes,taken,maintain,in,medTerm,,Yes
species,BG,BLS,1087,Rosalia alpina,Yes,taken,maintain,in,medTerm,,Yes
species,BG,BLS,1220,Emys orbicularis,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,BLS,1248,Podarcis taurica,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,BLS,1353,Canis aureus,Yes,taken,maintain,in,medTerm,,Yes
species,BG,BLS,4125,Alosa immaculata,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,BLS,4127,Alosa tanaica,Yes,taken,maintain,in,medTerm,,Yes
species,BG,BLS,5009,Pipistrellus pygmaeus,Yes,taken,maintain,in,medTerm,,Yes
species,BG,BLS,6928,Hirudo verbana,Yes,taken,maintain,in,medTerm,,Yes
species,BG,BLS,6990,Pelophylax bedriagae,Yes,taken,maintain,in,medTerm,,Yes
species,BG,CON,1087,Rosalia alpina,Yes,taken,maintain,in,medTerm,,Yes
species,BG,CON,1220,Emys orbicularis,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,CON,1323,Myotis bechsteinii,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,CON,2522,Pelecus cultratus,Yes,taken,maintain,in,medTerm,,Yes
species,BG,CON,4091,Crambe tataria,Yes,taken,maintain,in,medTerm,,Yes
species,BG,CON,4125,Alosa immaculata,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,CON,4127,Alosa tanaica,Yes,taken,maintain,in,medTerm,,Yes
species,BG,CON,5004,Myotis aurascens,Yes,taken,maintain,inOut,medTerm,,Yes
species,BG,CON,6928,Hirudo verbana,Yes,taken,maintain,in,medTerm,,Yes
species,BG,CON,6981,Pelophylax lessonae,Yes,taken,maintain,in,medTerm,,Yes
species,CY,MED,2106,Brassica hilarionis,No,,,,,,No
species,CZ,CON,1069,Erebia sudetica,No,,,,,,Yes
species,CZ,CON,1256,Podarcis muralis,No,,,,,,Yes
species,CZ,CON,1312,Nyctalus noctula,Yes,taken,maintain,inOut,medTerm,,Yes
species,CZ,CON,1396,Notothylas orbicularis,No,,,,,,Yes
species,CZ,CON,2633,Mustela eversmanii,No,,,,,,Yes
species,CZ,CON,4066,Asplenium adulterinum,Yes,taken,maintain,inOut,srtTerm,,Yes
species,CZ,PAN,1079,Limoniscus violaceus,No,,,,,,Yes
species,CZ,PAN,1083,Lucanus cervus,Yes,taken,maintain,inOut,medTerm,,Yes
species,CZ,PAN,1214,Rana arvalis,No,,,,,,Yes
species,CZ,PAN,1328,Nyctalus lasiopterus,Yes,taken,maintain,inOut,lonTerm,,Yes
species,CZ,PAN,1725,Lindernia procumbens,Yes,taken,maintain,inOut,srtTerm,,Yes
species,CZ,PAN,1917,Artemisia pancicii,Yes,taken,maintain,in,srtTerm,,Yes
species,CZ,PAN,2487,Acipenser ruthenus,Yes,taken,expand,in,medTerm,"The reintroduction program is at the begginning and represent only the first step toward the establishment of self-sustainable population. This measure can help increase abundance of the species, however the most important measures leading to the habitat and river connectivity restorations have to be takken. Stocking alone cann't ensure the long term survival of local populations and costitution of self-sustainable populations. Other measures should be takken as well (CJ02; CJ03;CH03;).",Yes
species,CZ,PAN,4045,Coenagrion ornatum,No,,,,,,Yes
species,CZ,PAN,6282,Klasea lycopifolia,Yes,taken,maintain,inOut,medTerm,,Yes
species,DE,ALP,1065,Euphydryas aurinia,Yes,taken,maintain,inOut,srtTerm,,Yes
species,DE,ALP,1203,Hyla arborea,No,,,,,,Yes
species,DE,ALP,1355,Lutra lutra,No,,,,,,Yes
species,DE,ALP,1413,Lycopodium spp.,No,,,,,,Yes
species,DE,ATL,1070,Coenonympha hero,No,,,,,,Yes
species,DE,ATL,1102,Alosa alosa,Yes,taken,increase,inOut,medTerm,,Yes
species,DE,ATL,1339,Cricetus cricetus,No,,,,,,Yes
species,DE,ATL,1341,Muscardinus avellanarius,No,,,,,,Yes
species,DE,ATL,1357,Martes martes,No,,,,,,Yes
species,DE,CON,1026,Helix pomatia,No,,,,,,Yes
species,DE,CON,1035,Leucorrhinia caudalis,No,,,,,,Yes
species,DE,CON,1081,Dytiscus latissimus,Yes,taken,maintain,in,medTerm,,Yes
species,DE,CON,1379,Mannia triandra,Yes,ident,,,,,Yes
species,DE,CON,1902,Cypripedium calceolus,Yes,taken,maintain,inOut,medTerm,,Yes
species,DE,CON,4035,Gortyna borelii lunata,Yes,taken,maintain,inOut,lonTerm,,Yes
species,DE,CON,5329,Romanogobio vladykovi,Yes,ident,,,,,Yes
species,DE,CON,5345,Rutilus virgo,Yes,ident,,,,,Yes
species,DE,MATL,2032,Lagenorhynchus albirostris,No,,,,,,No
species,DK,ATL,1261,Lacerta agilis,No,,,,,,Yes
species,DK,ATL,1378,Cladonia (Cladina) subsp.,No,,,,,,Yes
species,DK,CON,1081,Dytiscus latissimus,Yes,taken,maintain,inOut,medTerm,,Yes
species,DK,CON,1099,Lampetra fluviatilis,Yes,taken,restore,in,medTerm,,Yes
species,DK,CON,1145,Misgurnus fossilis,Yes,ident,,,medTerm,No recent registrations of the species in Continental Region.,Yes
species,DK,CON,6284,Epidalea calamita,No,,,,,,Yes
species,DK,MATL,2032,Lagenorhynchus albirostris,No,,,,,,Yes
species,EE,BOR,1040,Stylurus flavipes,No,,,,,,Yes
species,EE,BOR,1213,Rana temporaria,Yes,taken,maintain,inOut,srtTerm,,Yes
species,EE,BOR,1314,Myotis daubentonii,No,,,,,"Multi-species action plan for bats:
https://www.envir.ee/sites/default/files/nahkhiired_ktk_kinnitamiseks_25.01.17_mr_lk_me.pdf pages 37-42. Measure CF02 is identified in the action plan as improving the quality and conditions of important hibernation sites. Measure CF09 is identified as reducing the negative impact of light pollution in important breeding habitats.",Yes
species,EE,BOR,1951,Cinna latifolia,Yes,taken,maintain,in,medTerm,"The management plan of Cinna latifolia was prepared: Kull, T. 2010. Laialehine nestik. Kaitse tegevuskava aastateks 2012-2016 eelnõu. (Management plan for Cinna latifolia in 2012-2016).",Yes
species,EE,BOR,2492,Coregonus albula,Yes,taken,increase,inOut,srtTerm,,Yes
species,ES,ALP,1067,Lopinga achine,Yes,ident,,,,,Yes
species,ES,ALP,1087,Rosalia alpina,Yes,ident,,,,,Yes
species,ES,ALP,1138,Barbus meridionalis,Yes,ident,,,,"Se considera importante mantener la vegetación de ribera (Zamora 2017).

Zamora, L. (2017). Barbo de montaña – Barbus meridionalis. En: Enciclopedia Virtual de los Vertebrados Españoles. Sanz, J. J., García-Berthou, E. (Eds.). Museo Nacional de Ciencias Naturales, Madrid. (Http://www.vertebradosibericos.org) [Acceso 04/03/19]",Yes
species,ES,ALP,1256,Podarcis muralis,Yes,notIdent,,,,,Yes
species,ES,ALP,1310,Miniopterus schreibersii,Yes,ident,,,,,Yes
species,ES,ALP,1329,Plecotus austriacus,Yes,ident,,,,,Yes
species,ES,ALP,1352,Canis lupus,Yes,ident,,,,,No
species,ES,ALP,1657,Gentiana lutea,Yes,ident,,,,"El proyecto LIFE+ RESECOM “Red de seguimiento para especies de flora y hábitats de interés comunitario en Aragón” [LIFE12 NAT/ES/000180], llevado a cabo durante el periodo 2013-2018, ha establecido una red de seguimiento de las plantas y hábitats de la Comunidad Autónoma de Aragón, con el objetivo de recopilar y generar información útil para el público y las administraciones, que permita obtener conocimiento a largo plazo sobre la dinámica de las poblaciones, especies y hábitats. Esta especie ha figurado en el listado de especies objetivo del proyecto (http://www.liferesecom.ipe.csic.es/index2.php?lang=es).",Yes
species,ES,ALP,1849,Ruscus aculeatus,No,,,,,,Yes
species,ES,ATL,1314,Myotis daubentonii,Yes,ident,,,,,Yes
species,ES,ATL,1358,Mustela putorius,No,,,,,,Yes
species,ES,ATL,1711,Scrophularia herminii,No,,,,,,Yes
species,ES,ATL,5302,Cobitis paludica,Yes,ident,,,,,Yes
species,ES,MAC,1242,Gallotia simonyi,Yes,taken,expand,inOut,srtTerm,El Plan de Recuperación tiene como objetivo garantizar la supervivencia de la población natural y favorecer su expansión y crecimiento en otras áreas donde se reintroduce estableciendo al menos 7 núcleos estables (incluidas las poblaciones cautivas).,Yes
species,ES,MAC,1253,Gallotia atlantica,No,,,,,,Yes
species,ES,MAC,1255,Gallotia galloti insulanagae,Yes,taken,maintain,in,srtTerm,"El área de distribución de la especie cuenta con protección legal pasiva al tratarse de una Reserva Natural Integral. El acceso es restringido, solo autorizable por motivos de gestión e investigación. Esta declaración de espacio natural protegido y la consiguiente limitación de usos se ha mostrado suficiente para la preservación de la especie y su hábitat.",Yes
species,ES,MAC,1275,Chalcides sexlineatus,Yes,taken,maintain,inOut,medTerm,,Yes
species,ES,MAC,1650,Limonium dendroides,Yes,taken,restore,in,srtTerm,"En la isla de La Gomera se han realizado medidas de recuperación de poblaciones de plantas y restauración de los hábitats afectados por el incendio en el Parque Nacional de Garajonay y su entorno, ocurrido en 2012. Proyecto LIFE+ Garajonay Vive (LIFE 13 NAT/ES/000240) (http://lifegarajonayvive.com/).",Yes
species,ES,MAC,1816,Pericallis hadrosoma,Yes,ident,,,,,Yes
species,ES,MAC,1829,Helichrysum monogynum,Yes,ident,,,,,Yes
species,ES,MATL,2029,Globicephala melas,Yes,taken,increase,inOut,lonTerm,Medidas determinadas en base a los programas de medidas de las Estrategias Marinas.,Yes
species,ES,MATL,2030,Grampus griseus,Yes,taken,increase,inOut,lonTerm,Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.,Yes
species,ES,MED,1036,Macromia splendens,Yes,taken,maintain,inOut,medTerm,,Yes
species,ES,MED,1065,Euphydryas aurinia,Yes,ident,,,,,Yes
species,ES,MED,1079,Limoniscus violaceus,Yes,ident,,,,,Yes
species,ES,MED,1086,Cucujus cinnaberinus,No,,,,,,Yes
species,ES,MED,1172,Chioglossa lusitanica,Yes,notIdent,,,,,Yes
species,ES,MED,1219,Testudo graeca,Yes,taken,maintain,inOut,srtTerm,Gobierno de las Islas Baleares. (2009). Plan de Conservación de la Tortuga mora (Testudo Graeca).,Yes
species,ES,MED,1409,Sphagnum spp.,No,,,,,,Yes
species,ES,MED,1470,Arenaria nevadensis,Yes,ident,,,,"La especie está incluida en el 'Programa de Recuperación de Flora de las altas cumbres de Andalucía', bajo el cual se han llevado a cabo acciones de seguimiento de las poblaciones de la especie.
Como medidas de conservación ex situ esta especie se encuentra conservada en el Banco de Germoplasma Vegetal Andaluz (BGVA), de la Red Andaluza de Jardines Botánicos y Micológico (http://www.juntadeandalucia.es/medioambiente/portal_web/web/temas_ambientales/biodiversidad/0_conservacion_biodiversidad/planes_conservacion_recuperacion/altas_cumbres/Arenaria%20nevadensis_2015.pdf).",Yes
species,ES,MED,1611,Seseli intricatum,Yes,taken,maintain,inOut,srtTerm,"La especie está incluida en el 'Programa de Recuperación de Flora de las altas cumbres de Andalucía', bajo el cual se han llevado a cabo acciones de seguimiento de las poblaciones de la especie, y se han propuesto actuaciones de refuerzo mediante el vallado de protección contra la hervivoría y propagación de individuos.
Como medidas de conservación ex situ esta especie se encuentra conservada en el Banco de Germoplasma Vegetal Andaluz (BGVA), de la Red Andaluza de Jardines Botánicos y Micológico, formando parte de la colección del Jardín Botánico Hoya de Pedraza, en Granada (http://www.juntadeandalucia.es/medioambiente/site/portalweb/menuitem.7e1cf46ddf59bb227a9ebe205510e1ca/?vgnextoid=c384b2c42f207310VgnVCM2000000624e50aRCRD&vgnextchannel=5ebc6cbc15e77310VgnVCM2000000624e50aRCRD).",Yes
species,ES,MED,1681,Thymus carnosus,Yes,taken,increase,in,srtTerm,"El proyecto LIFE CONHABIT ANDALUCIA [LIFE+13 NAT/ES/000586] está llevando a cabo medidas para mejorar el hábitat costero de los espacios protegidos por la Red Natura 2000 en varias zonas en Andalucía, aplicando varias acciones como un seguimiento poblacional o el manejo y mejora del hábitat de Thymus carnosus, especie objetivo del proyecto. En concreto, se han realizado acciones encaminadas a reducir la competencia interespecífica con Retama monosperma (http://www.lifeconhabitandalucia.es/index.php/tomillo-carnoso).",Yes
species,ES,MED,1741,Pinguicula nevadensis,Yes,taken,maintain,in,srtTerm,"La especie está incluida en el 'Programa de Recuperación de Flora de las altas cumbres de Andalucía', bajo el cual se han llevado a cabo acciones de seguimiento de las poblaciones de la especie.
Como medidas de conservación ex situ esta especie se encuentra conservada en el Banco de Germoplasma Vegetal Andaluz (BGVA), de la Red Andaluza de Jardines Botánicos y Micológico (http://www.juntadeandalucia.es/medioambiente/site/portalweb/menuitem.7e1cf46ddf59bb227a9ebe205510e1ca/?vgnextoid=c384b2c42f207310VgnVCM2000000624e50aRCRD&vgnextchannel=5ebc6cbc15e77310VgnVCM2000000624e50aRCRD).",Yes
species,ES,MED,1879,Micropyropsis tuberosa,Yes,notIdent,,,,,Yes
species,ES,MED,1902,Cypripedium calceolus,Yes,taken,maintain,inOut,medTerm,"El proyecto LIFE+ RESECOM “Red de seguimiento para especies de flora y hábitats de interés comunitario en Aragón” [LIFE12 NAT/ES/000180], llevado a cabo durante el periodo 2013-2018, ha establecido una red de seguimiento de las plantas y hábitats de la Comunidad Autónoma de Aragón, con el objetivo de recopilar y generar información útil para el público y las administraciones, que permita obtener conocimiento a largo plazo sobre la dinámica de las poblaciones, especies y hábitats. Esta especie ha figurado en el listado de especies objetivo del proyecto (http://www.liferesecom.ipe.csic.es/index2.php?lang=es).",Yes
species,ES,MED,5283,Luciobarbus graellsii,Yes,ident,,,,,Yes
species,ES,MED,5284,Luciobarbus guiraonis,Yes,ident,,,,,Yes
species,ES,MED,7004,Ionopsidium savianum,Yes,taken,maintain,in,srtTerm,,Yes
species,ES,MMAC,1223,Dermochelys coriacea,No,,,,,,Yes
species,ES,MMAC,1345,Megaptera novaeangliae,No,,,,,cn,No
species,ES,MMAC,2037,Mesoplodon mirus,No,,,,,cn,No
species,ES,MMED,2028,Pseudorca crassidens,No,,,,,,No
species,ES,MMED,2624,Physeter macrocephalus,Yes,taken,restore,inOut,lonTerm,Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.,Yes
species,ES,MMED,5033,Hyperoodon ampullatus,No,,,,,,No
species,FI,ALP,1911,Alopex lagopus,No,,,,,,Yes
species,FI,ALP,1932,Erebia medusa polaris,Yes,taken,maintain,inOut,medTerm,,Yes
species,FI,BOR,1034,Hirudo medicinalis,No,,,,,,Yes
species,FI,BOR,1106,Salmo salar,No,,,,,,Yes
species,FI,BOR,1327,Eptesicus serotinus,No,,,,,,No
species,FI,BOR,1409,Sphagnum spp.,No,,,,,,Yes
species,FI,BOR,1902,Cypripedium calceolus,Yes,taken,maintain,inOut,srtTerm,,Yes
species,FI,BOR,1942,Arctophila fulva,Yes,taken,maintain,in,srtTerm,,Yes
species,FI,BOR,1943,Arenaria ciliata subsp. pseudofrigida,No,,,,,,Yes
species,FI,BOR,5009,Pipistrellus pygmaeus,No,,,,,,No
species,FI,BOR,6965,Cottus gobio all others,No,,,,,,Yes
species,FR,ALP,1038,Leucorrhinia albifrons,No,,,,,,Yes
species,FR,ALP,1056,Parnassius mnemosyne,No,,,,,,Yes
species,FR,ALP,1083,Lucanus cervus,Yes,taken,maintain,inOut,medTerm,,Yes
species,FR,ALP,1193,Bombina variegata,Yes,ident,increase,inOut,lonTerm,,Yes
species,FR,ALP,1307,Myotis blythii,Yes,taken,restore,inOut,lonTerm,,Yes
species,FR,ALP,1316,Myotis capaccinii,Yes,ident,restore,inOut,lonTerm,,No
species,FR,ALP,1330,Myotis mystacinus,No,,,,,,Yes
species,FR,ALP,1333,Tadarida teniotis,No,,,,,,Yes
species,FR,ALP,1375,Capra ibex,No,,,,,,Yes
species,FR,ALP,1522,Saxifraga valdensis,No,,,,,,Yes
species,FR,ALP,1802,Aster pyrenaeus,Yes,notIdent,maintain,in,lonTerm,,Yes
species,FR,ALP,5178,Rupicapra pyrenaica,No,,,,,,Yes
species,FR,ALP,6951,Narcissus assoanus,No,,,,,,Yes
species,FR,ATL,1033,Unio elongatulus,No,,,,,,Yes
species,FR,ATL,1099,Lampetra fluviatilis,No,,increase,inOut,lonTerm,,Yes
species,FR,ATL,1174,Triturus marmoratus,No,,,,,,Yes
species,FR,ATL,1322,Myotis nattereri,No,,,,,,Yes
species,FR,ATL,1332,Vespertilio murinus,No,,,,,,No
species,FR,ATL,1398,Sphagnum pylaesii,Yes,taken,maintain,in,medTerm,,Yes
species,FR,ATL,1625,Soldanella villosa,Yes,ident,maintain,,,,Yes
species,FR,ATL,1762,Arnica montana,No,,,,,,Yes
species,FR,ATL,5179,Lacerta bilineata,No,,,,,,Yes
species,FR,ATL,6945,Pelophylax perezi,No,,,,,,Yes
species,FR,CON,1041,Oxygastra curtisii,Yes,taken,maintain,inOut,medTerm,,Yes
species,FR,CON,1044,Coenagrion mercuriale,Yes,taken,maintain,inOut,medTerm,,Yes
species,FR,CON,1059,Maculinea teleius,Yes,taken,maintain,inOut,medTerm,,Yes
species,FR,CON,1067,Lopinga achine,No,,,,,,Yes
species,FR,CON,1109,Thymallus thymallus,No,,,,,,Yes
species,FR,CON,1283,Coronella austriaca,No,,,,,,Yes
species,FR,CON,1329,Plecotus austriacus,No,,,,,,Yes
species,FR,CON,1331,Nyctalus leisleri,No,,,,,,Yes
species,FR,CON,1334,Lepus timidus,No,,,,,,No
species,FR,CON,1604,Eryngium alpinum,No,,,,,,Yes
species,FR,CON,5365,Hypsugo savii,No,,,,,,Yes
species,FR,MATL,1226,Lepidochelys kempii,No,,,,,,No
species,FR,MATL,2028,Pseudorca crassidens,No,,,,,,No
species,FR,MATL,2030,Grampus griseus,No,,,,,,Yes
species,FR,MATL,5033,Hyperoodon ampullatus,No,,,,,,No
species,FR,MED,1041,Oxygastra curtisii,Yes,taken,maintain,inOut,medTerm,,Yes
species,FR,MED,1044,Coenagrion mercuriale,Yes,taken,maintain,inOut,medTerm,,Yes
species,FR,MED,1059,Maculinea teleius,Yes,taken,maintain,inOut,medTerm,,Yes
species,FR,MED,1064,Fabriciana elisa,No,,,,,,Yes
species,FR,MED,1077,Hyles hippophaes,No,,,,,,Yes
species,FR,MED,1092,Austropotamobius pallipes,Yes,ident,maintain,inOut,lonTerm,,Yes
species,FR,MED,1283,Coronella austriaca,No,,,,,,Yes
species,FR,MED,1309,Pipistrellus pipistrellus,No,,,,,,Yes
species,FR,MED,1316,Myotis capaccinii,Yes,taken,restore,inOut,medTerm,"La priorité des mesures, déjà mises en oeuvre, porte sur la protection des sites : 5 sites sont protégés en Rhône-Alpes, mais que des sites de transit. Les principaux sites de reproduction ne sont toujours pas fermés. En Corse la quasi totalité des sites sont protégés, ainsi que dans le Verdon et des APPB ont été pris en Corse et en Provence-alpes-Côte d'Azur. Mais tout cela reste insuffisant et encore trop de dérangements par fréquentation ""sportive"" des cavités sont notés. La question à terme de la qualité des cours d'eau méditerranéens (pollutions de surface) et du maintien du débit est aussi cruciale pour cette espèce qui se nourrit quasi-exclusivement sur ces milieux",Yes
species,FR,MED,1331,Nyctalus leisleri,No,,,,,,Yes
species,FR,MED,5365,Hypsugo savii,No,,,,,,Yes
species,FR,MED,6137,Euleptes europaea,No,,,,,,Yes
species,FR,MMED,1349,Tursiops truncatus,Yes,ident,increase,inOut,medTerm,,Yes
species,FR,MMED,2034,Stenella coeruleoalba,No,,,,,,Yes
species,FR,MMED,2621,Balaenoptera physalus,No,,,,,,Yes
species,GR,MED,1095,Petromyzon marinus,No,,,,,,No
species,GR,MED,1103,Alosa fallax,Yes,ident,,,,,Yes
species,GR,MED,1220,Emys orbicularis,Yes,ident,,,,,Yes
species,GR,MED,1243,Algyroides nigropunctatus,No,,,,,,Yes
species,GR,MED,1261,Lacerta agilis,No,,,,,,Yes
species,GR,MED,1355,Lutra lutra,No,,,,,,Yes
species,GR,MED,1433,Hypericum aciferum,No,,,,,,Yes
species,GR,MED,1606,Bupleurum kakiskalae,Yes,notIdent,,,,,Yes
species,GR,MED,1657,Gentiana lutea,No,,,,,,Yes
species,GR,MED,2483,Eudontomyzon hellenicus,Yes,ident,,,,,Yes
species,GR,MED,4116,Tozzia carpathica,No,,,,,,Yes
species,GR,MED,5012,Plecotus macrobullaris,No,,,,,,Yes
species,GR,MED,5048,Alosa vistonica,Yes,ident,,,,,Yes
species,GR,MED,5094,Barbus peloponnesius,No,,,,,,Yes
species,GR,MED,5308,Cobitis ohridana,Yes,ident,,,,,Yes
species,GR,MED,5335,Telestes beoticus,Yes,ident,,,,,Yes
species,GR,MED,5355,Salmo peristericus,Yes,taken,maintain,in,medTerm,,Yes
species,GR,MED,5364,Triturus macedonicus,No,,,,,,Yes
species,GR,MED,6263,Pelasgus epiroticus,Yes,ident,,,,,Yes
species,GR,MED,6938,Pelophylax ridibundus,No,,,,,,Yes
species,GR,MMED,1027,Lithophaga lithophaga,No,,,,,,Yes
species,HR,ALP,1304,Rhinolophus ferrumequinum,Yes,ident,,,,,Yes
species,HR,ALP,1900,Spiranthes aestivalis,No,,,,,,Yes
species,HR,ALP,2016,Pipistrellus kuhlii,No,,,,,,Yes
species,HR,ALP,2485,Eudontomyzon vladykovi,Yes,ident,,,,,Yes
species,HR,ALP,5676,Iberolacerta horvathi,No,,,,,,Yes
species,HR,ALP,6938,Pelophylax ridibundus,Yes,ident,,,,,Yes
species,HR,CON,1059,Maculinea teleius,Yes,ident,,,,"Measures for conservation of this species are included in watermanagement planing documents both inside and outside Natura2000 network. However, as there is no systematic monitoring, there is no adequate data to what extent are these measures really incorporated in watermanagement activities. Besides several obligations set in the Common Agricultural Policy, within Rural Development Programme there are measures available which contribute to the conservation of biodiversity of agricultural and forestry ecosystems, especially Agri-environment-climate measures. Besides available measures directly for the species, there are also other measures aimed at maintaining existing extensive agricultural practices and agricultural landscape features, which will probably have positive affect on the concerned species. However, Agri-environment-climate measures are volontary and their uptake is currently not at high level. Additionally, there is no systematic monitoring of the species, so there is no adequate data whether these measures are actually contributing to the species conservation status and to what extent are these measures really incorporated in agricultural activities.",Yes
